问题ID,问题类型,问题子类型,参与者,运行,摄像机ID,sample_name,action_annotation序号,动作,对象,差异字段,动作标注_start_idx,动作标注_end_idx,动作标注_start,动作标注_end,segmentation_start_idx,segmentation_end_idx,segmentation_start,segmentation_end,segmentation_start减动作标注_帧,segmentation_end减动作标注_帧,segmentation_start减动作标注_毫秒,segmentation_end减动作标注_毫秒,动作标注时长_帧,segmentation时长_帧,manifest缓存帧数,manifest匹配动作标注时长,manifest匹配segmentation时长,动作标注start匹配相机时间戳,动作标注end匹配相机时间戳,segmentation_start匹配相机时间戳,segmentation_end匹配相机时间戳,动作标注start时间实际匹配帧索引,动作标注start索引偏移_帧,动作标注end时间实际匹配帧索引,动作标注end索引偏移_帧,segmentation_start时间实际匹配帧索引,segmentation_start索引偏移_帧,segmentation_end时间实际匹配帧索引,segmentation_end索引偏移_帧,相机时间戳_动作标注start_idx,相机时间戳_动作标注end_idx,相机时间戳_segmentation_start_idx,相机时间戳_segmentation_end_idx,无效时间戳帧索引,无效时间戳文件行号,无效时间戳原值,前一个有效时间戳帧索引,前一个有效时间戳,后一个有效时间戳帧索引,后一个有效时间戳,是否连续尾部无效值,该帧是否晚于最后动作end_idx,该帧是否位于任一动作区间,最后动作end_idx,距最后动作帧数,审计判断,标签生成建议,人工复核状态,动作标注来源文件,动作标注来源行号,segmentation来源文件,segmentation来源行号,相机时间戳来源文件,动作标注start对应时间戳行,动作标注end对应时间戳行,segmentation_start对应时间戳行,segmentation_end对应时间戳行,manifest来源文件,manifest来源行号,审计日期,备注
BD-049,边界差异,end_idx|end,M,run_7,001484412812,sample_001870,13,put,sample,end_idx|end,1949,2018,20260318_125603_958829,20260318_125606_255066,1949,2019,20260318_125603_958829,20260318_125606_284838,0,1,0,29.772,70,71,70,是,否,是,是,是,是,1949,0,2018,0,1949,0,2019,0,20260318_125603_958829,20260318_125606_255066,20260318_125603_958829,20260318_125606_284838,,,,,,,,,,,,,两套边界都准确对应有效相机时间戳；现有clip缓存匹配动作标注边界，因此不是时间戳损坏，而是两份标注选择了不同边界,第一版以动作标注边界生成action/background标签；保留本行差异，人工确认后再决定是否改用segmentation边界,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_7\run_7_annotations.csv,14,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_7\run_7_segmentation_annotation.csv,25,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_7\001484412812\20260318_125454_timestamp.csv,1950,2019,1950,2020,D:\Junxi_data\Objective3_thermal_crimp\codex_and_files\manifest_graph_enrichment_2026-07-15\3_camera_mindrove_manifest_with_graph_nodes.jsonl,1870,2026-08-07,边界帧索引按1开始计数；时间戳CSV第1行为表头，因此时间戳文件行号=帧索引+1
BD-050,边界差异,end_idx|end,M,run_8,001484412812,sample_001877,6,grip,sample,end_idx|end,1246,1319,20260318_125737_605247,20260318_125740_051729,1246,1320,20260318_125737_605247,20260318_125740_076662,0,1,0,24.933,74,75,74,是,否,是,是,是,是,1246,0,1319,0,1246,0,1320,0,20260318_125737_605247,20260318_125740_051729,20260318_125737_605247,20260318_125740_076662,,,,,,,,,,,,,两套边界都准确对应有效相机时间戳；现有clip缓存匹配动作标注边界，因此不是时间戳损坏，而是两份标注选择了不同边界,第一版以动作标注边界生成action/background标签；保留本行差异，人工确认后再决定是否改用segmentation边界,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_8\run_8_annotations.csv,7,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_8\run_8_segmentation_annotation.csv,13,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_8\001484412812\20260318_125651_timestamp.csv,1247,1320,1247,1321,D:\Junxi_data\Objective3_thermal_crimp\codex_and_files\manifest_graph_enrichment_2026-07-15\3_camera_mindrove_manifest_with_graph_nodes.jsonl,1877,2026-08-07,边界帧索引按1开始计数；时间戳CSV第1行为表头，因此时间戳文件行号=帧索引+1
BD-051,边界差异,end_idx|end,M,run_15,001484412812,sample_001556,6,grip,sample,end_idx|end,1391,1444,20260318_132306_808278,20260318_132308_659845,1391,1445,20260318_132306_808278,20260318_132308_697742,0,1,0,37.897,54,55,54,是,否,是,是,是,是,1391,0,1444,0,1391,0,1445,0,20260318_132306_808278,20260318_132308_659845,20260318_132306_808278,20260318_132308_697742,,,,,,,,,,,,,两套边界都准确对应有效相机时间戳；现有clip缓存匹配动作标注边界，因此不是时间戳损坏，而是两份标注选择了不同边界,第一版以动作标注边界生成action/background标签；保留本行差异，人工确认后再决定是否改用segmentation边界,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_15\run_15_annotations.csv,7,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_15\run_15_segmentation_annotation.csv,13,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_15\001484412812\20260318_132215_timestamp.csv,1392,1445,1392,1446,D:\Junxi_data\Objective3_thermal_crimp\codex_and_files\manifest_graph_enrichment_2026-07-15\3_camera_mindrove_manifest_with_graph_nodes.jsonl,1556,2026-08-07,边界帧索引按1开始计数；时间戳CSV第1行为表头，因此时间戳文件行号=帧索引+1
BD-052,边界差异,end_idx|end,M,run_16,001484412812,sample_001577,13,put,sample,end_idx|end,2083,2149,20260318_132526_413270,20260318_132528_600360,2083,2151,20260318_132526_413270,20260318_132528_667580,0,2,0,67.22,67,69,67,是,否,是,是,是,是,2083,0,2149,0,2083,0,2151,0,20260318_132526_413270,20260318_132528_600360,20260318_132526_413270,20260318_132528_667580,,,,,,,,,,,,,两套边界都准确对应有效相机时间戳；现有clip缓存匹配动作标注边界，因此不是时间戳损坏，而是两份标注选择了不同边界,第一版以动作标注边界生成action/background标签；保留本行差异，人工确认后再决定是否改用segmentation边界,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_16\run_16_annotations.csv,14,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_16\run_16_segmentation_annotation.csv,27,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_16\001484412812\20260318_132412_timestamp.csv,2084,2150,2084,2152,D:\Junxi_data\Objective3_thermal_crimp\codex_and_files\manifest_graph_enrichment_2026-07-15\3_camera_mindrove_manifest_with_graph_nodes.jsonl,1577,2026-08-07,边界帧索引按1开始计数；时间戳CSV第1行为表头，因此时间戳文件行号=帧索引+1
BD-053,边界差异,end_idx|end,M,run_18,001484412812,sample_001584,6,grip,sample,end_idx|end,1129,1185,20260318_132915_608536,20260318_132917_488860,1129,1187,20260318_132915_608536,20260318_132917_551436,0,2,0,62.576,57,59,57,是,否,是,是,是,是,1129,0,1185,0,1129,0,1187,0,20260318_132915_608536,20260318_132917_488860,20260318_132915_608536,20260318_132917_551436,,,,,,,,,,,,,两套边界都准确对应有效相机时间戳；现有clip缓存匹配动作标注边界，因此不是时间戳损坏，而是两份标注选择了不同边界,第一版以动作标注边界生成action/background标签；保留本行差异，人工确认后再决定是否改用segmentation边界,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_18\run_18_annotations.csv,7,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_18\run_18_segmentation_annotation.csv,13,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_18\001484412812\20260318_132833_timestamp.csv,1130,1186,1130,1188,D:\Junxi_data\Objective3_thermal_crimp\codex_and_files\manifest_graph_enrichment_2026-07-15\3_camera_mindrove_manifest_with_graph_nodes.jsonl,1584,2026-08-07,边界帧索引按1开始计数；时间戳CSV第1行为表头，因此时间戳文件行号=帧索引+1
BD-054,边界差异,start_idx|start,M,run_20,001484412812,sample_001655,14,put,plier,start_idx|start,1950,1979,20260318_133817_845682,20260318_133818_825339,1946,1979,20260318_133817_714731,20260318_133818_825339,-4,0,-130.951,0,30,34,30,是,否,是,是,是,是,1950,0,1979,0,1946,0,1979,0,20260318_133817_845682,20260318_133818_825339,20260318_133817_714731,20260318_133818_825339,,,,,,,,,,,,,两套边界都准确对应有效相机时间戳；现有clip缓存匹配动作标注边界，因此不是时间戳损坏，而是两份标注选择了不同边界,第一版以动作标注边界生成action/background标签；保留本行差异，人工确认后再决定是否改用segmentation边界,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_20\run_20_annotations.csv,15,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_20\run_20_segmentation_annotation.csv,28,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\M\run_20\001484412812\20260318_133707_timestamp.csv,1951,1980,1947,1980,D:\Junxi_data\Objective3_thermal_crimp\codex_and_files\manifest_graph_enrichment_2026-07-15\3_camera_mindrove_manifest_with_graph_nodes.jsonl,1655,2026-08-07,边界帧索引按1开始计数；时间戳CSV第1行为表头，因此时间戳文件行号=帧索引+1
TS-001,无效时间戳,1970占位时间戳,A,run_1,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6138,6139,19700101_010000_000000,6137,20260313_093939_464363,,,是,是,否,5967,171,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_1\run_1_annotation.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_1\001484412812\20260313_093609_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-002,无效时间戳,1970占位时间戳,A,run_2,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2605,2606,19700101_010000_000000,2604,20260313_094235_263366,,,是,是,否,2407,198,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_2\run_2_annotation.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_2\001484412812\20260313_094103_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-003,无效时间戳,1970占位时间戳,A,run_7,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4972,4973,19700101_010000_000000,4971,20260313_101448_614757,,,是,是,否,4798,174,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_7\run_7_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_7\001484412812\20260313_101157_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-004,无效时间戳,1970占位时间戳,A,run_8,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752,2753,19700101_010000_000000,2751,20260313_101718_828339,,,是,是,否,2592,160,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_8\run_8_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_8\001484412812\20260313_101542_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-005,无效时间戳,1970占位时间戳,A,run_9,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375,2376,19700101_010000_000000,2374,20260313_102025_388960,,,是,是,否,2224,151,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_9\run_9_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_9\001484412812\20260313_101901_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-006,无效时间戳,1970占位时间戳,A,run_11,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4408,4409,19700101_010000_000000,4407,20260313_102642_929823,,,是,是,否,4126,282,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_11\run_11_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_11\001484412812\20260313_102411_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-007,无效时间戳,1970占位时间戳,A,run_14,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836,1837,19700101_010000_000000,1835,20260323_092026_050232,,,是,是,否,1666,170,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_14\run_14_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_14\001484412812\20260323_091919_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-008,无效时间戳,1970占位时间戳,A,run_16,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5002,5003,19700101_010000_000000,5001,20260323_092827_561147,,,是,是,否,4854,148,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_16\run_16_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_16\001484412812\20260323_092535_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-009,无效时间戳,1970占位时间戳,A,run_17,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746,1747,19700101_010000_000000,1745,20260323_093034_899826,,,是,是,否,1599,147,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_17\run_17_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_17\001484412812\20260323_092931_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-010,无效时间戳,1970占位时间戳,A,run_19,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3123,3124,19700101_010000_000000,3122,20260323_093440_326253,,,是,是,否,2883,240,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_19\run_19_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_19\001484412812\20260323_093251_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-011,无效时间戳,1970占位时间戳,A,run_21,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327,1328,19700101_010000_000000,1326,20260323_094327_751379,,,是,是,否,1152,175,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_21\run_21_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_21\001484412812\20260323_094238_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-012,无效时间戳,1970占位时间戳,A,run_23,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,1956,19700101_010000_000000,1954,20260323_094837_365113,,,是,是,否,1817,138,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_23\run_23_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_23\001484412812\20260323_094727_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-013,无效时间戳,1970占位时间戳,A,run_24,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2184,2185,19700101_010000_000000,2183,20260323_095122_194685,,,是,是,否,1958,226,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_24\run_24_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_24\001484412812\20260323_095004_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-014,无效时间戳,1970占位时间戳,A,run_25,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5073,5074,19700101_010000_000000,5072,20260323_095757_651873,,,是,是,否,4908,165,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_25\run_25_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_25\001484412812\20260323_095503_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-015,无效时间戳,1970占位时间戳,A,run_28,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156,3157,19700101_010000_000000,3155,20260323_100444_569381,,,是,是,否,2945,211,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_28\run_28_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\A\run_28\001484412812\20260323_100254_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-016,无效时间戳,1970占位时间戳,D,run_1,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7244,7245,19700101_010000_000000,7243,20260313_103959_342833,,,是,是,否,7057,187,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_1\run_1_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_1\001484412812\20260313_103552_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-017,无效时间戳,1970占位时间戳,D,run_4,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,3099,19700101_010000_000000,3097,20260313_104852_863182,,,是,是,否,2952,146,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_4\run_4_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_4\001484412812\20260313_104704_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-018,无效时间戳,1970占位时间戳,D,run_6,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6675,6676,19700101_010000_000000,6674,20260313_110318_634919,,,是,是,否,6464,211,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_6\run_6_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_6\001484412812\20260313_105931_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-019,无效时间戳,1970占位时间戳,D,run_8,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059,3060,19700101_010000_000000,3058,20260313_110821_270128,,,是,是,否,2878,181,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_8\run_8_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_8\001484412812\20260313_110634_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-020,无效时间戳,1970占位时间戳,D,run_10,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6326,6327,19700101_010000_000000,6325,20260313_111723_531147,,,是,是,否,6139,187,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_10\run_10_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_10\001484412812\20260313_111347_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-021,无效时间戳,1970占位时间戳,D,run_11,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372,2373,19700101_010000_000000,2371,20260313_111920_507519,,,是,是,否,2207,165,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_11\run_11_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_11\001484412812\20260313_111756_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
