condition,participant,seed,label_space,true_id,sample_name,predicted_id,stage_id,run
S3,A,1,node,25,sample_000260,34,2,run_23
S3,A,1,node,13,sample_000262,10,2,run_24
S3,A,1,node,29,sample_000267,34,3,run_24
S3,A,1,node,31,sample_000273,26,3,run_24
S3,A,1,node,7,sample_000277,24,1,run_25
S3,A,1,node,5,sample_000284,32,1,run_25
S3,A,1,node,13,sample_000286,10,2,run_25
S3,A,1,node,25,sample_000297,34,2,run_25
S3,A,1,node,12,sample_000298,34,2,run_26
S3,A,1,node,24,sample_000309,34,2,run_26
S3,A,1,node,25,sample_000310,34,2,run_26
S3,A,1,node,13,sample_000312,10,2,run_27
S3,A,1,node,24,sample_000315,12,2,run_27
S3,A,1,node,25,sample_000316,13,2,run_27
S3,A,1,node,24,sample_000329,12,2,run_28
S3,A,1,node,35,sample_000333,32,3,run_28
S3,A,1,node,25,sample_000354,34,2,run_5
S3,A,1,node,12,sample_000355,34,2,run_6
S3,A,1,node,24,sample_000367,12,2,run_6
S3,A,1,node,35,sample_000375,32,3,run_6
S3,A,1,node,5,sample_000389,6,1,run_7
S3,A,1,node,12,sample_000390,10,2,run_7
S3,A,1,node,24,sample_000402,12,2,run_7
S3,A,1,node,25,sample_000403,34,2,run_7
S3,A,1,node,12,sample_000404,34,2,run_8
S3,A,1,tier3,29,sample_000002,27,1,run_1
S3,A,1,tier3,0,sample_000011,25,1,run_1
S3,A,1,tier3,18,sample_000012,15,2,run_1
S3,A,1,tier3,14,sample_000024,13,2,run_1
S3,A,1,tier3,24,sample_000043,22,3,run_11
S3,A,1,tier3,29,sample_000055,18,1,run_12
S3,A,1,tier3,25,sample_000056,26,1,run_12
S3,A,1,tier3,0,sample_000060,9,1,run_12
S3,A,1,tier3,2,sample_000062,15,2,run_12
S3,A,1,tier3,14,sample_000073,18,2,run_12
S3,A,1,tier3,14,sample_000101,18,2,run_14
S3,A,1,tier3,4,sample_000123,21,3,run_15
S3,A,1,tier3,29,sample_000135,18,1,run_16
S3,A,1,tier3,0,sample_000137,9,1,run_16
S3,A,1,tier3,14,sample_000150,18,2,run_16
S3,A,1,tier3,2,sample_000167,15,2,run_19
S3,A,1,tier3,14,sample_000178,18,2,run_19
S3,A,1,tier3,5,sample_000180,17,3,run_19
S3,A,1,tier3,24,sample_000186,18,3,run_19
S3,A,1,tier3,4,sample_000189,21,3,run_19
S3,A,1,tier3,18,sample_000190,15,2,run_2
S3,A,1,tier3,14,sample_000202,18,2,run_2
S3,A,1,tier3,25,sample_000209,18,1,run_20
S3,A,1,tier3,0,sample_000214,26,1,run_20
S3,A,1,tier3,18,sample_000215,17,2,run_20
S3,A,1,tier3,14,sample_000226,18,2,run_20
S3,A,1,tier3,10,sample_000227,17,2,run_20
S3,A,1,tier3,14,sample_000232,18,2,run_21
S3,A,1,tier3,10,sample_000233,9,2,run_21
S3,A,1,tier3,14,sample_000238,18,2,run_22
S3,A,1,tier3,10,sample_000239,9,2,run_22
S3,A,1,tier3,14,sample_000259,18,2,run_23
S3,A,1,tier3,10,sample_000260,17,2,run_23
S3,A,1,tier3,2,sample_000262,15,2,run_24
S3,A,1,tier3,24,sample_000267,17,3,run_24
S3,A,1,tier3,5,sample_000273,19,3,run_24
S3,A,1,tier3,29,sample_000277,14,1,run_25
S3,A,1,tier3,0,sample_000284,21,1,run_25
S3,A,1,tier3,2,sample_000286,15,2,run_25
S3,A,1,tier3,10,sample_000297,17,2,run_25
S3,A,1,tier3,18,sample_000298,17,2,run_26
S3,A,1,tier3,14,sample_000309,17,2,run_26
S3,A,1,tier3,10,sample_000310,17,2,run_26
S3,A,1,tier3,2,sample_000312,15,2,run_27
S3,A,1,tier3,14,sample_000315,18,2,run_27
S3,A,1,tier3,10,sample_000316,2,2,run_27
S3,A,1,tier3,14,sample_000329,18,2,run_28
S3,A,1,tier3,4,sample_000333,21,3,run_28
S3,A,1,tier3,10,sample_000354,17,2,run_5
S3,A,1,tier3,18,sample_000355,17,2,run_6
S3,A,1,tier3,14,sample_000367,18,2,run_6
S3,A,1,tier3,4,sample_000375,21,3,run_6
S3,A,1,tier3,0,sample_000389,25,1,run_7
S3,A,1,tier3,18,sample_000390,15,2,run_7
S3,A,1,tier3,14,sample_000402,18,2,run_7
S3,A,1,tier3,10,sample_000403,17,2,run_7
S3,A,1,tier3,18,sample_000404,17,2,run_8
S4,A,1,node,3,sample_000001,32,1,run_1
S4,A,1,node,7,sample_000002,16,1,run_1
S4,A,1,node,5,sample_000011,4,1,run_1
S4,A,1,node,24,sample_000024,25,2,run_1
S4,A,1,node,13,sample_000027,2,2,run_11
S4,A,1,node,19,sample_000033,13,2,run_11
S4,A,1,node,24,sample_000038,12,2,run_11
S4,A,1,node,25,sample_000039,2,2,run_11
S4,A,1,node,29,sample_000043,28,3,run_11
S4,A,1,node,26,sample_000047,31,3,run_11
S4,A,1,node,7,sample_000055,1,1,run_12
S4,A,1,node,11,sample_000058,9,1,run_12
S4,A,1,node,5,sample_000060,1,1,run_12
S4,A,1,node,13,sample_000062,10,2,run_12
S4,A,1,node,24,sample_000073,13,2,run_12
S4,A,1,node,25,sample_000074,18,2,run_12
S4,A,1,node,12,sample_000075,34,2,run_13
S4,A,1,node,24,sample_000087,13,2,run_13
S4,A,1,node,24,sample_000101,12,2,run_14
S4,A,1,node,29,sample_000120,28,3,run_15
S4,A,1,node,31,sample_000126,34,3,run_15
S4,A,1,node,4,sample_000132,32,1,run_16
S4,A,1,node,7,sample_000135,8,1,run_16
S4,A,1,node,5,sample_000137,4,1,run_16
S4,A,1,node,12,sample_000138,34,2,run_16
S4,A,1,node,24,sample_000150,12,2,run_16
S4,A,1,node,13,sample_000153,17,2,run_17
S4,A,1,node,25,sample_000165,12,2,run_17
S4,A,1,node,13,sample_000167,34,2,run_19
S4,A,1,node,19,sample_000173,24,2,run_19
S4,A,1,node,24,sample_000178,12,2,run_19
S4,A,1,node,31,sample_000180,30,3,run_19
S4,A,1,node,29,sample_000186,26,3,run_19
S4,A,1,node,24,sample_000202,34,2,run_2
S4,A,1,node,25,sample_000203,18,2,run_2
S4,A,1,node,3,sample_000206,12,1,run_20
S4,A,1,node,7,sample_000207,12,1,run_20
S4,A,1,node,5,sample_000214,4,1,run_20
S4,A,1,node,12,sample_000215,2,2,run_20
S4,A,1,node,13,sample_000216,34,2,run_20
S4,A,1,node,24,sample_000226,12,2,run_20
S4,A,1,node,25,sample_000227,34,2,run_20
S4,A,1,node,25,sample_000233,34,2,run_21
S4,A,1,node,25,sample_000239,34,2,run_22
S4,A,1,node,13,sample_000241,31,2,run_23
S4,A,1,node,19,sample_000247,34,2,run_23
S4,A,1,node,19,sample_000254,18,2,run_23
S4,A,1,node,24,sample_000259,12,2,run_23
S4,A,1,node,25,sample_000260,34,2,run_23
S4,A,1,node,24,sample_000265,12,2,run_24
S4,A,1,node,25,sample_000266,34,2,run_24
S4,A,1,node,29,sample_000267,12,3,run_24
S4,A,1,node,28,sample_000268,8,3,run_24
S4,A,1,node,31,sample_000273,9,3,run_24
S4,A,1,node,6,sample_000279,30,1,run_25
S4,A,1,node,4,sample_000280,32,1,run_25
S4,A,1,node,11,sample_000283,9,1,run_25
S4,A,1,node,5,sample_000284,4,1,run_25
S4,A,1,node,19,sample_000292,24,2,run_25
S4,A,1,node,13,sample_000299,34,2,run_26
S4,A,1,node,19,sample_000305,25,2,run_26
S4,A,1,node,24,sample_000309,34,2,run_26
S4,A,1,node,25,sample_000310,34,2,run_26
S4,A,1,node,13,sample_000312,12,2,run_27
S4,A,1,node,24,sample_000315,12,2,run_27
S4,A,1,node,24,sample_000329,12,2,run_28
S4,A,1,node,28,sample_000337,8,3,run_28
S4,A,1,node,29,sample_000338,28,3,run_28
S4,A,1,node,25,sample_000354,34,2,run_5
S4,A,1,node,13,sample_000356,17,2,run_6
S4,A,1,node,29,sample_000372,28,3,run_6
S4,A,1,node,26,sample_000376,31,3,run_6
S4,A,1,node,6,sample_000385,9,1,run_7
S4,A,1,node,5,sample_000389,4,1,run_7
S4,A,1,node,12,sample_000390,34,2,run_7
S4,A,1,node,25,sample_000403,34,2,run_7
S4,A,1,node,12,sample_000404,34,2,run_8
S4,A,1,node,19,sample_000411,2,2,run_8
S4,A,1,node,24,sample_000416,34,2,run_8
S4,A,1,node,25,sample_000417,18,2,run_8
S4,A,1,node,19,sample_000425,20,2,run_9
S4,A,1,node,24,sample_000430,31,2,run_9
S4,A,1,node,25,sample_000431,18,2,run_9
S4,A,1,tier3,28,sample_000001,21,1,run_1
S4,A,1,tier3,29,sample_000002,13,1,run_1
S4,A,1,tier3,0,sample_000011,26,1,run_1
S4,A,1,tier3,14,sample_000024,10,2,run_1
S4,A,1,tier3,2,sample_000027,9,2,run_11
S4,A,1,tier3,13,sample_000033,2,2,run_11
S4,A,1,tier3,14,sample_000038,18,2,run_11
S4,A,1,tier3,10,sample_000039,9,2,run_11
S4,A,1,tier3,24,sample_000043,22,3,run_11
S4,A,1,tier3,19,sample_000047,5,3,run_11
S4,A,1,tier3,29,sample_000055,30,1,run_12
S4,A,1,tier3,12,sample_000058,6,1,run_12
S4,A,1,tier3,0,sample_000060,30,1,run_12
S4,A,1,tier3,2,sample_000062,15,2,run_12
S4,A,1,tier3,14,sample_000073,2,2,run_12
S4,A,1,tier3,10,sample_000074,16,2,run_12
S4,A,1,tier3,18,sample_000075,17,2,run_13
S4,A,1,tier3,14,sample_000087,2,2,run_13
S4,A,1,tier3,13,sample_000093,10,2,run_14
S4,A,1,tier3,14,sample_000101,18,2,run_14
S4,A,1,tier3,24,sample_000120,22,3,run_15
S4,A,1,tier3,5,sample_000126,17,3,run_15
S4,A,1,tier3,26,sample_000132,21,1,run_16
S4,A,1,tier3,29,sample_000135,27,1,run_16
S4,A,1,tier3,0,sample_000137,26,1,run_16
S4,A,1,tier3,18,sample_000138,17,2,run_16
S4,A,1,tier3,14,sample_000150,18,2,run_16
S4,A,1,tier3,2,sample_000153,1,2,run_17
S4,A,1,tier3,10,sample_000165,18,2,run_17
S4,A,1,tier3,2,sample_000167,17,2,run_19
S4,A,1,tier3,13,sample_000173,14,2,run_19
S4,A,1,tier3,14,sample_000178,18,2,run_19
S4,A,1,tier3,5,sample_000180,20,3,run_19
S4,A,1,tier3,24,sample_000186,19,3,run_19
S4,A,1,tier3,14,sample_000202,17,2,run_2
S4,A,1,tier3,10,sample_000203,16,2,run_2
S4,A,1,tier3,28,sample_000206,18,1,run_20
S4,A,1,tier3,29,sample_000207,18,1,run_20
S4,A,1,tier3,0,sample_000214,26,1,run_20
S4,A,1,tier3,18,sample_000215,9,2,run_20
S4,A,1,tier3,2,sample_000216,17,2,run_20
S4,A,1,tier3,13,sample_000219,30,2,run_20
S4,A,1,tier3,14,sample_000226,18,2,run_20
S4,A,1,tier3,10,sample_000227,17,2,run_20
S4,A,1,tier3,10,sample_000233,17,2,run_21
S4,A,1,tier3,10,sample_000239,17,2,run_22
S4,A,1,tier3,2,sample_000241,5,2,run_23
S4,A,1,tier3,13,sample_000247,17,2,run_23
S4,A,1,tier3,13,sample_000254,16,2,run_23
S4,A,1,tier3,14,sample_000259,18,2,run_23
S4,A,1,tier3,10,sample_000260,17,2,run_23
S4,A,1,tier3,14,sample_000265,18,2,run_24
S4,A,1,tier3,10,sample_000266,17,2,run_24
S4,A,1,tier3,24,sample_000267,18,3,run_24
S4,A,1,tier3,22,sample_000268,27,3,run_24
S4,A,1,tier3,5,sample_000273,6,3,run_24
S4,A,1,tier3,25,sample_000279,20,1,run_25
S4,A,1,tier3,26,sample_000280,21,1,run_25
S4,A,1,tier3,12,sample_000283,6,1,run_25
S4,A,1,tier3,0,sample_000284,26,1,run_25
S4,A,1,tier3,13,sample_000292,14,2,run_25
S4,A,1,tier3,2,sample_000299,17,2,run_26
S4,A,1,tier3,13,sample_000305,10,2,run_26
S4,A,1,tier3,14,sample_000309,17,2,run_26
S4,A,1,tier3,10,sample_000310,17,2,run_26
S4,A,1,tier3,2,sample_000312,18,2,run_27
S4,A,1,tier3,14,sample_000315,18,2,run_27
S4,A,1,tier3,14,sample_000329,18,2,run_28
S4,A,1,tier3,22,sample_000337,27,3,run_28
S4,A,1,tier3,24,sample_000338,22,3,run_28
S4,A,1,tier3,10,sample_000354,17,2,run_5
S4,A,1,tier3,2,sample_000356,1,2,run_6
S4,A,1,tier3,24,sample_000372,22,3,run_6
S4,A,1,tier3,19,sample_000376,5,3,run_6
S4,A,1,tier3,25,sample_000385,6,1,run_7
S4,A,1,tier3,0,sample_000389,26,1,run_7
S4,A,1,tier3,18,sample_000390,17,2,run_7
S4,A,1,tier3,10,sample_000403,17,2,run_7
S4,A,1,tier3,18,sample_000404,17,2,run_8
S4,A,1,tier3,13,sample_000411,9,2,run_8
S4,A,1,tier3,14,sample_000416,17,2,run_8
S4,A,1,tier3,10,sample_000417,16,2,run_8
S4,A,1,tier3,13,sample_000425,1,2,run_9
S4,A,1,tier3,14,sample_000430,5,2,run_9
S4,A,1,tier3,10,sample_000431,16,2,run_9
S5,A,1,node,7,sample_000002,24,1,run_1
S5,A,1,node,6,sample_000003,18,1,run_1
S5,A,1,node,8,sample_000004,33,1,run_1
S5,A,1,node,1,sample_000005,31,1,run_1
S5,A,1,node,4,sample_000007,32,1,run_1
S5,A,1,node,10,sample_000008,13,1,run_1
S5,A,1,node,11,sample_000009,34,1,run_1
S5,A,1,node,9,sample_000010,10,1,run_1
S5,A,1,node,5,sample_000011,22,1,run_1
S5,A,1,node,13,sample_000013,18,2,run_1
S5,A,1,node,14,sample_000014,22,2,run_1
S5,A,1,node,15,sample_000015,22,2,run_1
S5,A,1,node,16,sample_000016,25,2,run_1
S5,A,1,node,17,sample_000017,33,2,run_1
S5,A,1,node,18,sample_000018,19,2,run_1
S5,A,1,node,20,sample_000020,10,2,run_1
S5,A,1,node,21,sample_000021,15,2,run_1
S5,A,1,node,23,sample_000023,10,2,run_1
S5,A,1,node,24,sample_000024,2,2,run_1
S5,A,1,node,13,sample_000027,10,2,run_11
S5,A,1,node,14,sample_000028,10,2,run_11
S5,A,1,node,15,sample_000029,10,2,run_11
S5,A,1,node,16,sample_000030,2,2,run_11
S5,A,1,node,17,sample_000031,18,2,run_11
S5,A,1,node,18,sample_000032,10,2,run_11
S5,A,1,node,20,sample_000034,10,2,run_11
S5,A,1,node,21,sample_000035,10,2,run_11
S5,A,1,node,22,sample_000036,10,2,run_11
S5,A,1,node,24,sample_000038,2,2,run_11
S5,A,1,node,25,sample_000039,34,2,run_11
S5,A,1,node,30,sample_000041,3,3,run_11
S5,A,1,node,28,sample_000042,29,3,run_11
S5,A,1,node,34,sample_000045,25,3,run_11
S5,A,1,node,35,sample_000046,31,3,run_11
S5,A,1,node,26,sample_000047,13,3,run_11
S5,A,1,node,27,sample_000048,23,3,run_11
S5,A,1,node,1,sample_000051,31,1,run_12
S5,A,1,node,8,sample_000054,29,1,run_12
S5,A,1,node,7,sample_000055,29,1,run_12
S5,A,1,node,6,sample_000056,19,1,run_12
S5,A,1,node,10,sample_000057,25,1,run_12
S5,A,1,node,11,sample_000058,25,1,run_12
S5,A,1,node,9,sample_000059,31,1,run_12
S5,A,1,node,5,sample_000060,20,1,run_12
S5,A,1,node,12,sample_000061,18,2,run_12
S5,A,1,node,14,sample_000063,12,2,run_12
S5,A,1,node,15,sample_000064,23,2,run_12
S5,A,1,node,16,sample_000065,2,2,run_12
S5,A,1,node,20,sample_000069,10,2,run_12
S5,A,1,node,21,sample_000070,22,2,run_12
S5,A,1,node,22,sample_000071,10,2,run_12
S5,A,1,node,24,sample_000073,25,2,run_12
S5,A,1,node,12,sample_000075,29,2,run_13
S5,A,1,node,14,sample_000077,33,2,run_13
S5,A,1,node,15,sample_000078,10,2,run_13
S5,A,1,node,16,sample_000079,2,2,run_13
S5,A,1,node,17,sample_000080,30,2,run_13
S5,A,1,node,18,sample_000081,28,2,run_13
S5,A,1,node,20,sample_000083,10,2,run_13
S5,A,1,node,21,sample_000084,28,2,run_13
S5,A,1,node,22,sample_000085,10,2,run_13
S5,A,1,node,23,sample_000086,1,2,run_13
S5,A,1,node,24,sample_000087,3,2,run_13
S5,A,1,node,12,sample_000089,2,2,run_14
S5,A,1,node,13,sample_000090,25,2,run_14
S5,A,1,node,14,sample_000091,12,2,run_14
S5,A,1,node,15,sample_000092,23,2,run_14
S5,A,1,node,16,sample_000093,2,2,run_14
S5,A,1,node,20,sample_000097,10,2,run_14
S5,A,1,node,21,sample_000098,19,2,run_14
S5,A,1,node,22,sample_000099,10,2,run_14
S5,A,1,node,24,sample_000101,18,2,run_14
S5,A,1,node,12,sample_000103,2,2,run_15
S5,A,1,node,13,sample_000104,25,2,run_15
S5,A,1,node,14,sample_000105,12,2,run_15
S5,A,1,node,16,sample_000107,2,2,run_15
S5,A,1,node,17,sample_000108,26,2,run_15
S5,A,1,node,18,sample_000109,19,2,run_15
S5,A,1,node,20,sample_000111,10,2,run_15
S5,A,1,node,21,sample_000112,12,2,run_15
S5,A,1,node,22,sample_000113,23,2,run_15
S5,A,1,node,24,sample_000115,19,2,run_15
S5,A,1,node,30,sample_000118,4,3,run_15
S5,A,1,node,28,sample_000119,29,3,run_15
S5,A,1,node,29,sample_000120,28,3,run_15
S5,A,1,node,33,sample_000121,3,3,run_15
S5,A,1,node,34,sample_000122,25,3,run_15
S5,A,1,node,35,sample_000123,31,3,run_15
S5,A,1,node,26,sample_000124,18,3,run_15
S5,A,1,node,27,sample_000125,13,3,run_15
S5,A,1,node,3,sample_000127,19,1,run_16
S5,A,1,node,10,sample_000128,27,1,run_16
S5,A,1,node,11,sample_000129,25,1,run_16
S5,A,1,node,1,sample_000130,31,1,run_16
S5,A,1,node,2,sample_000131,34,1,run_16
S5,A,1,node,4,sample_000132,19,1,run_16
S5,A,1,node,6,sample_000133,32,1,run_16
S5,A,1,node,8,sample_000134,30,1,run_16
S5,A,1,node,7,sample_000135,29,1,run_16
S5,A,1,node,9,sample_000136,19,1,run_16
S5,A,1,node,5,sample_000137,23,1,run_16
S5,A,1,node,12,sample_000138,25,2,run_16
S5,A,1,node,13,sample_000139,25,2,run_16
S5,A,1,node,14,sample_000140,26,2,run_16
S5,A,1,node,15,sample_000141,10,2,run_16
S5,A,1,node,16,sample_000142,2,2,run_16
S5,A,1,node,17,sample_000143,26,2,run_16
S5,A,1,node,20,sample_000146,13,2,run_16
S5,A,1,node,21,sample_000147,32,2,run_16
S5,A,1,node,22,sample_000148,10,2,run_16
S5,A,1,node,24,sample_000150,2,2,run_16
S5,A,1,node,25,sample_000151,34,2,run_16
S5,A,1,node,12,sample_000152,2,2,run_17
S5,A,1,node,13,sample_000153,25,2,run_17
S5,A,1,node,14,sample_000154,12,2,run_17
S5,A,1,node,15,sample_000155,23,2,run_17
S5,A,1,node,16,sample_000156,2,2,run_17
S5,A,1,node,20,sample_000160,10,2,run_17
S5,A,1,node,21,sample_000161,18,2,run_17
S5,A,1,node,22,sample_000162,10,2,run_17
S5,A,1,node,24,sample_000164,2,2,run_17
S5,A,1,node,25,sample_000165,34,2,run_17
S5,A,1,node,12,sample_000166,2,2,run_19
S5,A,1,node,13,sample_000167,10,2,run_19
S5,A,1,node,14,sample_000168,2,2,run_19
S5,A,1,node,15,sample_000169,10,2,run_19
S5,A,1,node,16,sample_000170,2,2,run_19
S5,A,1,node,20,sample_000174,10,2,run_19
S5,A,1,node,21,sample_000175,29,2,run_19
S5,A,1,node,22,sample_000176,23,2,run_19
S5,A,1,node,23,sample_000177,25,2,run_19
S5,A,1,node,24,sample_000178,25,2,run_19
S5,A,1,node,26,sample_000181,34,3,run_19
S5,A,1,node,27,sample_000182,13,3,run_19
S5,A,1,node,30,sample_000184,3,3,run_19
S5,A,1,node,29,sample_000186,2,3,run_19
S5,A,1,node,33,sample_000187,3,3,run_19
S5,A,1,node,34,sample_000188,12,3,run_19
S5,A,1,node,35,sample_000189,31,3,run_19
S5,A,1,node,13,sample_000191,10,2,run_2
S5,A,1,node,14,sample_000192,10,2,run_2
S5,A,1,node,15,sample_000193,10,2,run_2
S5,A,1,node,16,sample_000194,2,2,run_2
S5,A,1,node,20,sample_000198,13,2,run_2
S5,A,1,node,21,sample_000199,13,2,run_2
S5,A,1,node,22,sample_000200,23,2,run_2
S5,A,1,node,24,sample_000202,11,2,run_2
S5,A,1,node,1,sample_000204,31,1,run_20
S5,A,1,node,2,sample_000205,25,1,run_20
S5,A,1,node,3,sample_000206,4,1,run_20
S5,A,1,node,8,sample_000208,28,1,run_20
S5,A,1,node,6,sample_000209,34,1,run_20
S5,A,1,node,4,sample_000210,11,1,run_20
S5,A,1,node,9,sample_000211,31,1,run_20
S5,A,1,node,10,sample_000212,25,1,run_20
S5,A,1,node,11,sample_000213,25,1,run_20
S5,A,1,node,5,sample_000214,27,1,run_20
S5,A,1,node,12,sample_000215,10,2,run_20
S5,A,1,node,13,sample_000216,10,2,run_20
S5,A,1,node,14,sample_000217,12,2,run_20
S5,A,1,node,15,sample_000218,23,2,run_20
S5,A,1,node,16,sample_000219,2,2,run_20
S5,A,1,node,17,sample_000220,26,2,run_20
S5,A,1,node,20,sample_000223,12,2,run_20
S5,A,1,node,21,sample_000224,12,2,run_20
S5,A,1,node,22,sample_000225,23,2,run_20
S5,A,1,node,24,sample_000226,2,2,run_20
S5,A,1,node,25,sample_000227,2,2,run_20
S5,A,1,node,12,sample_000228,2,2,run_21
S5,A,1,node,13,sample_000229,12,2,run_21
S5,A,1,node,14,sample_000230,26,2,run_21
S5,A,1,node,15,sample_000231,10,2,run_21
S5,A,1,node,24,sample_000232,2,2,run_21
S5,A,1,node,25,sample_000233,2,2,run_21
S5,A,1,node,13,sample_000235,25,2,run_22
S5,A,1,node,14,sample_000236,32,2,run_22
S5,A,1,node,15,sample_000237,10,2,run_22
S5,A,1,node,24,sample_000238,2,2,run_22
S5,A,1,node,25,sample_000239,12,2,run_22
S5,A,1,node,12,sample_000240,2,2,run_23
S5,A,1,node,13,sample_000241,12,2,run_23
S5,A,1,node,14,sample_000242,12,2,run_23
S5,A,1,node,15,sample_000243,23,2,run_23
S5,A,1,node,16,sample_000244,2,2,run_23
S5,A,1,node,17,sample_000245,10,2,run_23
S5,A,1,node,20,sample_000248,12,2,run_23
S5,A,1,node,21,sample_000249,28,2,run_23
S5,A,1,node,22,sample_000250,10,2,run_23
S5,A,1,node,16,sample_000251,12,2,run_23
S5,A,1,node,20,sample_000255,10,2,run_23
S5,A,1,node,21,sample_000256,29,2,run_23
S5,A,1,node,22,sample_000257,23,2,run_23
S5,A,1,node,23,sample_000258,25,2,run_23
S5,A,1,node,24,sample_000259,28,2,run_23
S5,A,1,node,25,sample_000260,34,2,run_23
S5,A,1,node,12,sample_000261,2,2,run_24
S5,A,1,node,13,sample_000262,32,2,run_24
S5,A,1,node,14,sample_000263,26,2,run_24
S5,A,1,node,15,sample_000264,10,2,run_24
S5,A,1,node,24,sample_000265,18,2,run_24
S5,A,1,node,28,sample_000268,29,3,run_24
S5,A,1,node,30,sample_000269,34,3,run_24
S5,A,1,node,32,sample_000270,25,3,run_24
S5,A,1,node,26,sample_000271,25,3,run_24
S5,A,1,node,27,sample_000272,24,3,run_24
S5,A,1,node,1,sample_000274,32,1,run_25
S5,A,1,node,2,sample_000275,7,1,run_25
S5,A,1,node,3,sample_000276,34,1,run_25
S5,A,1,node,7,sample_000277,6,1,run_25
S5,A,1,node,8,sample_000278,19,1,run_25
S5,A,1,node,6,sample_000279,10,1,run_25
S5,A,1,node,4,sample_000280,19,1,run_25
S5,A,1,node,9,sample_000281,31,1,run_25
S5,A,1,node,11,sample_000283,25,1,run_25
S5,A,1,node,5,sample_000284,23,1,run_25
S5,A,1,node,12,sample_000285,25,2,run_25
S5,A,1,node,14,sample_000287,29,2,run_25
S5,A,1,node,15,sample_000288,23,2,run_25
S5,A,1,node,16,sample_000289,12,2,run_25
S5,A,1,node,17,sample_000290,10,2,run_25
S5,A,1,node,20,sample_000293,28,2,run_25
S5,A,1,node,21,sample_000294,19,2,run_25
S5,A,1,node,22,sample_000295,10,2,run_25
S5,A,1,node,24,sample_000296,25,2,run_25
S5,A,1,node,25,sample_000297,34,2,run_25
S5,A,1,node,12,sample_000298,2,2,run_26
S5,A,1,node,13,sample_000299,12,2,run_26
S5,A,1,node,14,sample_000300,25,2,run_26
S5,A,1,node,15,sample_000301,23,2,run_26
S5,A,1,node,16,sample_000302,12,2,run_26
S5,A,1,node,17,sample_000303,10,2,run_26
S5,A,1,node,18,sample_000304,10,2,run_26
S5,A,1,node,20,sample_000306,13,2,run_26
S5,A,1,node,21,sample_000307,12,2,run_26
S5,A,1,node,22,sample_000308,23,2,run_26
S5,A,1,node,24,sample_000309,2,2,run_26
S5,A,1,node,25,sample_000310,34,2,run_26
S5,A,1,node,12,sample_000311,2,2,run_27
S5,A,1,node,13,sample_000312,32,2,run_27
S5,A,1,node,14,sample_000313,10,2,run_27
S5,A,1,node,15,sample_000314,10,2,run_27
S5,A,1,node,24,sample_000315,2,2,run_27
S5,A,1,node,25,sample_000316,2,2,run_27
S5,A,1,node,12,sample_000317,2,2,run_28
S5,A,1,node,13,sample_000318,32,2,run_28
S5,A,1,node,14,sample_000319,29,2,run_28
S5,A,1,node,15,sample_000320,10,2,run_28
S5,A,1,node,16,sample_000321,2,2,run_28
S5,A,1,node,20,sample_000325,13,2,run_28
S5,A,1,node,21,sample_000326,29,2,run_28
S5,A,1,node,22,sample_000327,10,2,run_28
S5,A,1,node,23,sample_000328,25,2,run_28
S5,A,1,node,24,sample_000329,18,2,run_28
S5,A,1,node,25,sample_000330,34,2,run_28
S5,A,1,node,34,sample_000332,25,3,run_28
S5,A,1,node,35,sample_000333,31,3,run_28
S5,A,1,node,26,sample_000334,29,3,run_28
S5,A,1,node,27,sample_000335,32,3,run_28
S5,A,1,node,30,sample_000336,3,3,run_28
S5,A,1,node,28,sample_000337,29,3,run_28
S5,A,1,node,29,sample_000338,19,3,run_28
S5,A,1,node,33,sample_000339,3,3,run_28
S5,A,1,node,12,sample_000341,11,2,run_5
S5,A,1,node,13,sample_000342,10,2,run_5
S5,A,1,node,14,sample_000343,23,2,run_5
S5,A,1,node,15,sample_000344,22,2,run_5
S5,A,1,node,16,sample_000345,25,2,run_5
S5,A,1,node,17,sample_000346,10,2,run_5
S5,A,1,node,18,sample_000347,19,2,run_5
S5,A,1,node,20,sample_000349,10,2,run_5
S5,A,1,node,21,sample_000350,10,2,run_5
S5,A,1,node,22,sample_000351,10,2,run_5
S5,A,1,node,23,sample_000352,10,2,run_5
S5,A,1,node,24,sample_000353,12,2,run_5
S5,A,1,node,12,sample_000355,16,2,run_6
S5,A,1,node,13,sample_000356,25,2,run_6
S5,A,1,node,14,sample_000357,25,2,run_6
S5,A,1,node,16,sample_000359,2,2,run_6
S5,A,1,node,17,sample_000360,10,2,run_6
S5,A,1,node,18,sample_000361,19,2,run_6
S5,A,1,node,20,sample_000363,10,2,run_6
S5,A,1,node,21,sample_000364,10,2,run_6
S5,A,1,node,22,sample_000365,10,2,run_6
S5,A,1,node,24,sample_000367,3,2,run_6
S5,A,1,node,25,sample_000368,34,2,run_6
S5,A,1,node,32,sample_000369,25,3,run_6
S5,A,1,node,28,sample_000370,7,3,run_6
S5,A,1,node,30,sample_000371,3,3,run_6
S5,A,1,node,33,sample_000373,3,3,run_6
S5,A,1,node,34,sample_000374,12,3,run_6
S5,A,1,node,35,sample_000375,31,3,run_6
S5,A,1,node,1,sample_000379,23,1,run_7
S5,A,1,node,4,sample_000382,19,1,run_7
S5,A,1,node,8,sample_000383,29,1,run_7
S5,A,1,node,7,sample_000384,25,1,run_7
S5,A,1,node,6,sample_000385,34,1,run_7
S5,A,1,node,10,sample_000386,13,1,run_7
